Title,Year,Country,First_Author_First,Predicted_First_Gender,Last_Author_First,Predicted_Last_Gender,MeSH_Clean
Detection of Deteriorating Patients on Surgical Wards Outside the ICU by an Automated MEWS-Based Early Warning System With Paging Functionality.,2020,Germany,Axel,male,Jürgen,male,"['Aged', 'Early Diagnosis', 'Female', 'Follow-Up Studies', 'Germany', 'Heart Arrest', 'Hospital Mortality', 'Humans', 'Intensive Care Units', 'Male', 'Medical Records', 'Middle Aged', ""Patients' Rooms"", 'Retrospective Studies', 'Risk Assessment']"
Prognostic Utility of Computed Tomography Histogram Analysis in Patients With Post-Cardiac Arrest Syndrome: Evaluation Using an Automated Whole-Brain Extraction Algorithm.,2016,Japan,Koji,male,Hiroshi,male,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Algorithms', 'Brain', 'Brain Injuries', 'Data Interpretation, Statistical', 'Female', 'Heart Arrest', 'Humans', 'Japan', 'Male', 'Middle Aged', 'Pattern Recognition, Automated', 'Prevalence', 'Prognosis', 'Radiographic Image Interpretation, Computer-Assisted', 'Reproducibility of Results', 'Risk Assessment', 'Risk Factors', 'Sensitivity and Specificity', 'Survival Rate', 'Syndrome', 'Tomography, X-Ray Computed', 'Young Adult']"
Serum neuron-specific enolase as predictor of outcome in comatose cardiac-arrest survivors: a prospective cohort study.,2011,France,Cédric,male,Damien,male,"['Adult', 'Aged', 'Biomarkers', 'Cohort Studies', 'Coma', 'Female', 'Heart Arrest', 'Humans', 'Male', 'Middle Aged', 'Phosphopyruvate Hydratase', 'Predictive Value of Tests', 'Prospective Studies', 'Survival Rate', 'Treatment Outcome']"
Early identification of impending cardiac arrest in neonates and infants in the cardiovascular ICU: a statistical modelling approach using physiologic monitoring data.,2019,United States,Sanjukta,female,Jeffrey,male,"['Electronic Health Records', 'Female', 'Florida', 'Follow-Up Studies', 'Heart Arrest', 'Humans', 'Incidence', 'Infant', 'Infant Mortality', 'Infant, Newborn', 'Inpatients', 'Intensive Care Units, Pediatric', 'Male', 'Models, Statistical', 'Monitoring, Physiologic', 'Retrospective Studies', 'Risk Assessment', 'Severity of Illness Index', 'Survival Rate']"
Development and Implementation of a Multicenter Registry for Resuscitation-Focused Transesophageal Echocardiography.,2025,Mexico,Felipe,male,Benjamin,male,"['Humans', 'Echocardiography, Transesophageal', 'Registries', 'Prospective Studies', 'Male', 'Female', 'Middle Aged', 'Emergency Service, Hospital', 'Out-of-Hospital Cardiac Arrest', 'Aged', 'Critical Illness', 'Intensive Care Units', 'Shock', 'Adult', 'Cardiopulmonary Resuscitation']"
Feasibility of transradial primary percutaneous coronary intervention for STEMI complicated by cardiac arrest.,2022,United States,Anirudh,unknown,Umesh,male,"['Feasibility Studies', 'Heart Arrest', 'Humans', 'Percutaneous Coronary Intervention', 'Radial Artery', 'ST Elevation Myocardial Infarction', 'Treatment Outcome']"
Coronary artery disease burden relation with the presentation of acute cardiac events and ventricular fibrillation.,2022,Slovenia,Marinos,male,Demetris,unknown,"['Cardiopulmonary Resuscitation', 'Coronary Artery Disease', 'Humans', 'Out-of-Hospital Cardiac Arrest', 'Retrospective Studies', 'Treatment Outcome', 'Ventricular Fibrillation']"
Reversible Causes in Cardiovascular Collapse at the Emergency Department Using Ultrasonography (REVIVE-US).,2017,Singapore,Mui,andy,Win,andy,"['Advanced Cardiac Life Support', 'Aged', 'Aged, 80 and over', 'Clinical Protocols', 'Echocardiography', 'Emergency Service, Hospital', 'Female', 'Heart Arrest', 'Hospital Mortality', 'Hospitalization', 'Humans', 'Male', 'Middle Aged', 'Out-of-Hospital Cardiac Arrest', 'Pericardial Effusion', 'Point-of-Care Systems', 'Prospective Studies', 'Pulmonary Embolism', 'Singapore']"
Impact of a Modified Early Warning Score on Rapid Response and Cardiopulmonary Arrest Calls in Telemetry and Medical-Surgical Units.,2017,,William,male,Jane,female,"['Adult', 'Aged', 'Aged, 80 and over', 'Early Diagnosis', 'Electronic Health Records', 'Female', 'Heart Arrest', 'Hospital Rapid Response Team', 'Humans', 'Male', 'Medical-Surgical Nursing', 'Middle Aged', 'Risk Assessment', 'Telemetry', 'Vital Signs']"
Out-of-hospital cardiac arrest associated with venous thromboembolism-a Swedish population-based cohort study.,2025,Sweden,Emma,female,Maria,female,"['Humans', 'Female', 'Male', 'Sweden', 'Out-of-Hospital Cardiac Arrest', 'Venous Thromboembolism', 'Aged', 'Middle Aged', 'Prevalence', 'Risk Factors', 'Registries', 'Aged, 80 and over', 'Adult', 'Incidence', 'Sex Factors', 'Time Factors', 'Age Factors', 'Young Adult', 'Risk Assessment']"
External Validation and Comparison of Statistical and Machine Learning-Based Models in Predicting Outcomes Following Out-of-Hospital Cardiac Arrest: A Multicenter Retrospective Analysis.,2024,,Chih-Hung,unknown,Wen-Jone,unknown,"['Humans', 'Out-of-Hospital Cardiac Arrest', 'Male', 'Female', 'Aged', 'Retrospective Studies', 'Machine Learning', 'COVID-19', 'Middle Aged', 'Cardiopulmonary Resuscitation', 'Risk Assessment', 'Return of Spontaneous Circulation', 'Aged, 80 and over', 'SARS-CoV-2', 'Models, Statistical']"
"Mortality, morbidity & clinical outcome with different types of vasopressors in out of hospital cardiac arrest patients- a systematic review and meta-analysis.",2024,Pakistan,Subhash,male,Roopa,unknown,"['Humans', 'Vasoconstrictor Agents', 'Treatment Outcome', 'Out-of-Hospital Cardiac Arrest', 'Risk Factors', 'Return of Spontaneous Circulation', 'Male', 'Middle Aged', 'Female', 'Aged', 'Time Factors', 'Cardiopulmonary Resuscitation', 'Epinephrine', 'Recovery of Function', 'Risk Assessment', 'Vasopressins', 'Patient Discharge', 'Adult']"
Randomized Pilot Clinical Trial of Early Coronary Angiography Versus No Early Coronary Angiography After Cardiac Arrest Without ST-Segment Elevation: The PEARL Study.,2020,Slovenia,Karl,male,Marko,male,"['Aged', 'Cardiopulmonary Resuscitation', 'Coronary Angiography', 'Early Diagnosis', 'Female', 'Follow-Up Studies', 'Humans', 'Internationality', 'Male', 'Middle Aged', 'Non-ST Elevated Myocardial Infarction', 'Out-of-Hospital Cardiac Arrest', 'Pilot Projects', 'Prospective Studies', 'Treatment Outcome']"
Administrative Billing Codes for Identifying Patients With Cardiac Arrest.,2019,,Christopher,male,Saket,unknown,"['Cardiopulmonary Resuscitation', 'Female', 'Heart Arrest', 'Humans', 'International Classification of Diseases', 'Iowa', 'Male', 'Middle Aged', 'Predictive Value of Tests', 'Registries', 'Reproducibility of Results', 'Sensitivity and Specificity', 'Ventricular Fibrillation']"
"'Hearing hooves, finding zebras': the differential diagnosis of cardiac arrest precipitated by chest pain in the postpartum woman.",2018,,Gareth,male,Kai,male,"['Acute Coronary Syndrome', 'Adult', 'Chest Pain', 'Coronary Angiography', 'Coronary Artery Disease', 'Diagnostic Errors', 'Drug-Eluting Stents', 'Electric Countershock', 'Electrocardiography', 'Female', 'Heart Arrest', 'Humans', 'Postpartum Period', 'Pregnancy', 'Pregnancy Complications', 'Pulmonary Embolism', 'Thrombolytic Therapy', 'Treatment Outcome', 'Ventricular Fibrillation']"
A case of cardio-pulmonary arrest caused by anomalous origin of left main coronary artery from right sinus of valsalva.,2015,Japan,Masayoshi,male,Munetaka,unknown,"['Adolescent', 'Coronary Vessel Anomalies', 'Heart Arrest', 'Humans', 'Male', 'Sinus of Valsalva', 'Ultrasonography']"
Isolated ventricular noncompaction: implications for mechanisms of sudden cardiac death.,2013,Australia,William,male,Rajesh,male,"['Adult', 'Death, Sudden, Cardiac', 'Diagnosis, Differential', 'Heart Arrest', 'Humans', 'Isolated Noncompaction of the Ventricular Myocardium', 'Male', 'Treatment Outcome', 'Ventricular Fibrillation']"
Emergent bedside real-time three-dimensional transesophageal echocardiography in a patient with cardiac arrest following a caesarean section.,2011,,Jeng,andy,Yi-Pen,unknown,"['Adult', 'Cesarean Section', 'Combined Modality Therapy', 'Echocardiography, Three-Dimensional', 'Echocardiography, Transesophageal', 'Emergencies', 'Female', 'Fibrinolytic Agents', 'Follow-Up Studies', 'Heart Arrest', 'Humans', 'Point-of-Care Systems', 'Postoperative Complications', 'Pregnancy', 'Pulmonary Embolism', 'Risk Assessment', 'Thrombectomy', 'Treatment Outcome']"
Case of the month. Hypersensitive carotid sinus syndrome.,2008,United States,Bradley,male,Bradley,male,"['Aged', 'Carotid Sinus', 'Diagnosis, Differential', 'Electrocardiography', 'Heart Arrest', 'Humans', 'Male', 'Sinoatrial Block', 'Syncope', 'Syndrome']"
Structured performance assessment in three pediatric emergency scenarios: a validation study.,2015,Switzerland,Jan,male,Florian,male,"['Checklist', 'Child', 'Dyspnea', 'Emergencies', 'Emergency Treatment', 'Female', 'Heart Arrest', 'Humans', 'Infant', 'Male', 'Reproducibility of Results', 'Respiratory Syncytial Virus Infections']"
Images in cardiology. Compression of an anomalous left main coronary artery in a 38-year-old woman.,2008,,Harindra,unknown,Bradley,male,"['Adult', 'Cardiac Surgical Procedures', 'Coronary Angiography', 'Coronary Stenosis', 'Coronary Vessel Anomalies', 'Echocardiography, Transesophageal', 'Female', 'Follow-Up Studies', 'Heart Arrest', 'Humans', 'Severity of Illness Index', 'Sinus of Valsalva', 'Tomography, X-Ray Computed', 'Treatment Outcome', 'Ultrasonography, Interventional']"
Sodium-glucose cotransporter-2 inhibitors compared with glucagon-like-peptide-1 receptor agonists and out-of-hospital cardiac arrest in type 2 diabetes: a nationwide nested case-control study.,2023,Denmark,Yrsa,female,Talip,male,"['Humans', 'Diabetes Mellitus, Type 2', 'Glucagon', 'Sodium-Glucose Transporter 2 Inhibitors', 'Case-Control Studies', 'Out-of-Hospital Cardiac Arrest', 'Glucose', 'Sodium']"
Comparative Outcomes After Percutaneous Coronary Intervention in Unconscious and Conscious Patients With Out-of-Hospital Cardiac Arrest.,2022,Switzerland,Alessandro,male,Marco,male,"['Acute Coronary Syndrome', 'Consciousness', 'Hemorrhage', 'Humans', 'Out-of-Hospital Cardiac Arrest', 'Percutaneous Coronary Intervention', 'Prospective Studies', 'Thrombosis', 'Treatment Outcome']"
Blood-brain barrier disruption as a cause of various serum neuron-specific enolase cut-off values for neurological prognosis in cardiac arrest patients.,2022,,Changshin,unknown,Seung,andy,"['Adult', 'Aged', 'Biomarkers', 'Blood-Brain Barrier', 'Correlation of Data', 'Diagnostic Techniques, Neurological', 'Female', 'Humans', 'Male', 'Middle Aged', 'Nervous System Diseases', 'Out-of-Hospital Cardiac Arrest', 'Phosphopyruvate Hydratase', 'Prognosis', 'Prospective Studies', 'ROC Curve', 'Serum Albumin']"
Ticagrelor effectively inhibits platelet aggregation in comatose survivors of cardiac arrest undergoing primary percutaneous coronary intervention treated with mild therapeutic hypothermia.,2023,Poland,Marek,male,Krzysztof,male,"['Humans', 'Ticagrelor', 'Percutaneous Coronary Intervention', 'Platelet Aggregation', 'Coma', 'Prospective Studies', 'Platelet Aggregation Inhibitors', 'Myocardial Infarction', 'Out-of-Hospital Cardiac Arrest', 'Hypothermia, Induced']"
Cardiac arrest in a soccer player: a unique case of anomalous coronary origin detected by 16-row multislice computed tomography coronary angiography.,2005,Switzerland,Bilgehan,mostly_female,Roberto,male,"['Coronary Angiography', 'Coronary Vessel Anomalies', 'Defibrillators, Implantable', 'Heart Arrest', 'Humans', 'Imaging, Three-Dimensional', 'Male', 'Middle Aged', 'Soccer', 'Tomography, X-Ray Computed', 'Ventricular Fibrillation']"
Cardiac Arrest in Acute ST-Segment Elevation Myocardial Infarction.,2022,Cyprus,Andreas,male,Andreas,male,"['Anterior Wall Myocardial Infarction', 'Arrhythmias, Cardiac', 'Electrocardiography', 'Heart Arrest', 'Humans', 'ST Elevation Myocardial Infarction']"
Deliberate Self-poisoning with a Lethal Dose of Pentobarbital with Confirmatory Serum Drug Concentrations: Survival After Cardiac Arrest with Supportive Care.,2019,Australia,Dino,male,Andis,male,"['Australia', 'Cardiopulmonary Resuscitation', 'Heart Arrest', 'Humans', 'Male', 'Middle Aged', 'Palliative Care', 'Pentobarbital', 'Treatment Outcome']"
Recurrent Out-of-Hospital Sudden Cardiac Arrest: Prevalence and Clinical Factors.,2022,United States,Elizabeth,female,Sumeet,unknown,"['Humans', 'Retrospective Studies', 'Prevalence', 'Defibrillators, Implantable', 'Death, Sudden, Cardiac', 'Out-of-Hospital Cardiac Arrest', 'Renal Insufficiency, Chronic', 'Hypertension', 'Coronary Artery Disease', 'Hospitals']"
Comparison of the effects of lidocaine and amiodarone for out-of-hospital cardiac arrest patients with shockable rhythms: a retrospective observational study from a multicenter registry.,2022,Japan,Yuki,mostly_female,Takashi,male,"['Adult', 'Humans', 'Out-of-Hospital Cardiac Arrest', 'Amiodarone', 'Ventricular Fibrillation', 'Lidocaine', 'Cardiopulmonary Resuscitation', 'Electric Countershock', 'Tachycardia, Ventricular', 'Registries', 'Emergency Medical Services']"
Target Temperature Management Versus Normal Temperature Management for Cardiac Arrest After Traumatic Brain Injury Patient: A Meta-Analysis and Systemic Review.,2022,China,Zhengyu,andy,Ming,andy,"['Brain Injuries, Traumatic', 'Cardiopulmonary Resuscitation', 'Heart Arrest', 'Humans', 'Hypothermia, Induced', 'Out-of-Hospital Cardiac Arrest', 'Randomized Controlled Trials as Topic', 'Temperature', 'Treatment Outcome']"
Lung parenchymal and pleural findings on computed tomography after out-of-hospital cardiac arrest.,2024,United States,Maranda,female,Nicholas,male,"['Humans', 'Out-of-Hospital Cardiac Arrest', 'Female', 'Male', 'Middle Aged', 'Tomography, X-Ray Computed', 'Retrospective Studies', 'Cardiopulmonary Resuscitation', 'Lung', 'Pleura', 'Aged', 'Adult', 'Return of Spontaneous Circulation']"
"Routine blood markers from different biological pathways improve early risk stratification in cardiac arrest patients: Results from the prospective, observational COMMUNICATE study.",2018,Switzerland,Cyril,male,Sabina,female,"['Aged', 'Biomarkers', 'Cardiopulmonary Resuscitation', 'Early Diagnosis', 'Female', 'Hospital Mortality', 'Humans', 'Inflammation', 'Intensive Care Units', 'Male', 'Middle Aged', 'Nervous System Diseases', 'Out-of-Hospital Cardiac Arrest', 'Predictive Value of Tests', 'Prognosis', 'Risk Assessment', 'Shock', 'Switzerland']"
Trigger Criteria: Big Data.,2018,United States,Kim,mostly_female,Michael,male,"['Electronic Health Records', 'Environmental Monitoring', 'Heart Arrest', 'Hospital Rapid Response Team', 'Humans', 'Risk Assessment', 'Statistics as Topic', 'Vital Signs']"
Predicting outcome after cardiac arrest with serum S-100B protein and procalcitonin: A prospective observational study.,2017,Poland,Łukasz,male,Piotr,male,"['Aged', 'Biomarkers', 'Calcitonin', 'Cohort Studies', 'Female', 'Heart Arrest', 'Humans', 'Male', 'Middle Aged', 'Predictive Value of Tests', 'Prospective Studies', 'S100 Calcium Binding Protein beta Subunit', 'Treatment Outcome']"
Epinephrine for prehospital cardiac arrest with non-shockable rhythm.,2013,,Samuel,male,Samuel,male,"['Emergency Medical Services', 'Epinephrine', 'Female', 'Heart Rate', 'Humans', 'Male', 'Out-of-Hospital Cardiac Arrest']"
Recommendations for the use of transcranial Doppler ultrasonography to determine the existence of cerebral circulatory arrest as diagnostic support for brain death.,2009,Spain,Tomás,male,José,male,"['Brain Death', 'Cerebrovascular Circulation', 'Heart Arrest', 'Humans', 'Practice Guidelines as Topic', 'Ultrasonography, Doppler, Transcranial']"
Monitoring of global cerebral ischemia using instantaneous phase variation plots.,2008,,A,unknown,N,unknown,"['Algorithms', 'Brain Injuries', 'Brain Ischemia', 'Computer Simulation', 'Diagnosis, Computer-Assisted', 'Electroencephalography', 'Entropy', 'Heart Arrest', 'Humans', 'Models, Neurological', 'Models, Statistical', 'Reproducibility of Results', 'Signal Processing, Computer-Assisted', 'Time Factors']"
QTc interval in survivors of out of hospital cardiac arrest.,2021,,A,unknown,P,unknown,"['Arrhythmias, Cardiac', 'Electrocardiography', 'Humans', 'Long QT Syndrome', 'Out-of-Hospital Cardiac Arrest', 'Survivors']"
Transesophageal echocardiography (TEE) in the detection of intraoperative cardiac arrest: A case report.,2020,China,Donghang,unknown,Haibo,andy,"['Aortic Valve', 'Echocardiography, Transesophageal', 'Heart Arrest', 'Heart Valve Prosthesis Implantation', 'Humans', 'Intraoperative Complications', 'Male', 'Marfan Syndrome', 'Point-of-Care Systems', 'Young Adult']"
Effects of prehospital epinephrine during out-of-hospital cardiac arrest with initial non-shockable rhythm: an observational cohort study.,2013,,Yoshikazu,male,Yumiko,female,"['Aged', 'Aged, 80 and over', 'Cohort Studies', 'Emergency Medical Services', 'Epinephrine', 'Female', 'Heart Rate', 'Humans', 'Male', 'Middle Aged', 'Out-of-Hospital Cardiac Arrest', 'Prospective Studies', 'Treatment Outcome']"
