Title,Year,Country,First_Author_First,Predicted_First_Gender,Last_Author_First,Predicted_Last_Gender,MeSH_Clean
Circulating maternal testosterone concentrations at 18 weeks of gestation predict circulating levels of antimüllerian hormone in adolescence: a prospective cohort study.,2010,Australia,Roger,male,Martha,female,"['Adolescent', 'Adult', 'Anti-Mullerian Hormone', 'Cohort Studies', 'Female', 'Gestational Age', 'Humans', 'Maternal-Fetal Exchange', 'Mothers', 'Polycystic Ovary Syndrome', 'Pregnancy', 'Pregnancy Trimester, Second', 'Prenatal Exposure Delayed Effects', 'Prognosis', 'Prospective Studies', 'Testosterone']"
Endometrial blood flow is impaired in women with polycystic ovarian syndrome who are clinically hyperandrogenic.,2009,Hong Kong,P,unknown,N,unknown,"['Adult', 'Blood Flow Velocity', 'Case-Control Studies', 'Endometrium', 'Female', 'Humans', 'Hyperandrogenism', 'Imaging, Three-Dimensional', 'Menstrual Cycle', 'Phenotype', 'Polycystic Ovary Syndrome', 'Pregnancy', 'Prospective Studies', 'Ultrasonography']"
Health-related quality of life issues in women with polycystic ovary syndrome.,2005,United States,Judy,female,Samuel,male,"['Adaptation, Psychological', 'Adolescent', 'Adult', 'Body Mass Index', 'Cross-Sectional Studies', 'Female', 'Humans', 'Infertility, Female', 'Middle Aged', 'Obesity', 'Polycystic Ovary Syndrome', 'Prognosis', 'Quality of Life', 'Sampling Studies', 'Severity of Illness Index', 'Sickness Impact Profile']"
PCOS. Uncovering polycystic ovary syndrome.,2004,United States,Rebecca,female,Rebecca,female,"['Child', 'Diabetes Complications', 'Diabetes Mellitus', 'Female', 'Humans', 'Insulin', 'Polycystic Ovary Syndrome', 'Testosterone', 'United States']"
The Value of Androgen Measures for Diagnosing Polycystic Ovary Syndrome (PCOS) in an Unselected Population.,2025,United States,L,unknown,R,unknown,"['Humans', 'Female', 'Polycystic Ovary Syndrome', 'Adult', 'Adolescent', 'Young Adult', 'Androgens', 'Hirsutism', 'Middle Aged', 'Hyperandrogenism', 'Biomarkers', 'Cohort Studies']"
Children born to women with polycystic ovary syndrome-short- and long-term impacts on health and development.,2019,Norway,Eszter,female,David,male,"['Age Factors', 'Child', 'Child Development', 'Child Health', 'Child of Impaired Parents', 'Child, Preschool', 'Disease Susceptibility', 'Female', 'Fertility', 'Health Status', 'Humans', 'Infant', 'Infant, Newborn', 'Infertility, Female', 'Maternal Health', 'Polycystic Ovary Syndrome', 'Pregnancy', 'Prenatal Exposure Delayed Effects', 'Prognosis', 'Risk Assessment', 'Risk Factors']"
Using simple clinical measures to predict insulin resistance or hyperglycemia in girls with polycystic ovarian syndrome.,2018,United States,Melanie,female,Kristen,female,"['Adolescent', 'Blood Glucose', 'Body Mass Index', 'Case-Control Studies', 'Female', 'Glucose Intolerance', 'Glucose Tolerance Test', 'Humans', 'Hyperglycemia', 'Insulin Resistance', 'Polycystic Ovary Syndrome', 'Prognosis', 'Risk Factors']"
"Polycystic ovary syndrome: definition, aetiology, diagnosis and treatment.",2018,Spain,Héctor,male,Héctor,male,"['Animals', 'Female', 'Humans', 'Hyperandrogenism', 'Insulin Resistance', 'Metabolic Diseases', 'Obesity', 'Polycystic Ovary Syndrome']"
Prevalence of comorbid conditions pre-existing and diagnosed at a tertiary care pediatric weight management clinic.,2018,Canada,Griselle,unknown,Paola,female,"['Adolescent', 'Alberta', 'Child', 'Child, Preschool', 'Comorbidity', 'Cross-Sectional Studies', 'Diabetes Mellitus, Type 2', 'Dyslipidemias', 'Female', 'Follow-Up Studies', 'Humans', 'Hypertension', 'Male', 'Non-alcoholic Fatty Liver Disease', 'Pediatric Obesity', 'Polycystic Ovary Syndrome', 'Prediabetic State', 'Prevalence', 'Prognosis', 'Retrospective Studies', 'Tertiary Healthcare']"
New perspectives on the definition and management of polycystic ovary syndrome.,2018,Italy,R,unknown,A,unknown,"['Disease Management', 'Female', 'Hirsutism', 'Humans', 'Hyperandrogenism', 'Obesity', 'Polycystic Ovary Syndrome']"
Diagnosis of adolescent polycystic ovary syndrome.,2013,Australia,Tristan,male,Robert,male,"['Adolescent', 'Contraceptives, Oral', 'Female', 'Humans', 'Hyperandrogenism', 'Menstruation Disturbances', 'Ovary', 'Polycystic Ovary Syndrome', 'Ultrasonography', 'Weight Loss']"
The use of body circumferences for the prediction of intra-abdominal fat in obese women with polycystic ovary syndrome.,2012,Brazil,F,unknown,P,unknown,"['Adult', 'Anthropometry', 'Body Mass Index', 'Body Weight', 'Female', 'Humans', 'Intra-Abdominal Fat', 'Neck', 'Obesity', 'Polycystic Ovary Syndrome', 'Predictive Value of Tests', 'Regression Analysis', 'Thorax', 'Tomography, X-Ray Computed', 'Waist Circumference', 'Young Adult']"
Clinical review: Identifying children at risk for polycystic ovary syndrome.,2007,United States,Robert,male,Robert,male,"['Adolescent', 'Adrenarche', 'Anovulation', 'Child', 'Female', 'Humans', 'Hypothalamus', 'Models, Biological', 'Obesity', 'Ovary', 'Pituitary Gland', 'Polycystic Ovary Syndrome', 'Puberty, Precocious', 'Risk Factors']"
"Obesity and extreme obesity, manifest by ages 20-24 years, continuing through 32-41 years in women, should alert physicians to the diagnostic likelihood of polycystic ovary syndrome as a reversible underlying endocrinopathy.",2005,United States,Charles,male,Luann,female,"['Adult', 'Age Factors', 'Body Mass Index', 'Female', 'Humans', 'Hyperinsulinism', 'Metabolic Syndrome', 'Nutrition Surveys', 'Obesity', 'Polycystic Ovary Syndrome', 'Risk Factors', 'White People']"
Polycystic ovary syndrome--a management update.,2005,,Michael,male,Michael,male,"['Contraceptives, Oral', 'Family Practice', 'Female', 'Glucose Intolerance', 'Humans', 'Hypoglycemic Agents', 'Infertility', 'Menstruation Disturbances', 'Metformin', 'Obesity', 'Ovary', 'Polycystic Ovary Syndrome', 'Pregnancy', 'Risk Factors', 'Ultrasonography']"
Both melatonin and meloxicam improved sleep and pain in females with primary dysmenorrhea-results from a double-blind cross-over intervention pilot study.,2018,Switzerland,Farahnaz,female,Mohammad,male,"['Adult', 'Antioxidants', 'Cross-Over Studies', 'Cyclooxygenase 2 Inhibitors', 'Double-Blind Method', 'Dysmenorrhea', 'Female', 'Humans', 'Irritable Mood', 'Melatonin', 'Meloxicam', 'Pain', 'Pilot Projects', 'Quality of Life', 'Sleep Wake Disorders', 'Treatment Outcome', 'Visual Analog Scale']"
Is it possible to obtain a presurgical Lasmar score for hysteroscopic myomectomy by ultrasound alone?,2012,Italy,M,unknown,F,unknown,"['Adult', 'Dysmenorrhea', 'Female', 'Humans', 'Hysteroscopy', 'Infertility, Female', 'Leiomyoma', 'Luteal Phase', 'Menorrhagia', 'Prospective Studies', 'Ultrasonography', 'Uterine Myomectomy', 'Uterine Neoplasms']"
Maternal and fetal outcomes in pregnancies with obstructive sleep apnea.,2021,Canada,Eloise,female,Haim,male,"['Adult', 'Canada', 'Cesarean Section', 'Comorbidity', 'Female', 'Humans', 'Infant, Newborn', 'International Classification of Diseases', 'Maternal Mortality', 'Postpartum Hemorrhage', 'Pre-Eclampsia', 'Pregnancy', 'Pregnancy Complications', 'Pregnancy Outcome', 'Premature Birth', 'Prenatal Care', 'Prevalence', 'Risk Assessment', 'Sleep Apnea, Obstructive']"
Intramuscular oxytocin versus intravenous oxytocin to prevent postpartum haemorrhage at vaginal delivery (LabOR trial): study protocol for a randomised controlled trial.,2017,Ireland,Nita,female,Deirdre,female,"['Clinical Protocols', 'Delivery, Obstetric', 'Double-Blind Method', 'Female', 'Humans', 'Injections, Intramuscular', 'Injections, Intravenous', 'Labor Stage, Third', 'Oxytocics', 'Oxytocin', 'Postpartum Hemorrhage', 'Pregnancy', 'Research Design', 'Time Factors', 'Treatment Outcome', 'Uterine Contraction', 'Uterine Inertia']"
What's New in Obstetric Anesthesia: The 2014 Gerard W. Ostheimer Lecture.,2015,United States,Lisa,female,Lisa,female,"['Anesthesia, Obstetrical', 'Delivery, Obstetric', 'Female', 'Humans', 'Hypertension, Pregnancy-Induced', 'Infant', 'Infant, Newborn', 'Maternal Health', 'Maternal Health Services', 'Maternal Mortality', 'Neonatology', 'Perinatal Mortality', 'Perinatology', 'Postpartum Hemorrhage', 'Pregnancy', 'Pregnancy Complications', 'Pregnancy Outcome', 'Risk Assessment', 'Risk Factors']"
How accurate is the reporting of obstetric haemorrhage in hospital discharge data? A validation study.,2008,Australia,Samantha,female,Jonathan,male,"['Diagnosis-Related Groups', 'Female', 'Hospitals', 'Humans', 'Incidence', 'Medical Records', 'New South Wales', 'Population Surveillance', 'Postpartum Hemorrhage', 'Predictive Value of Tests', 'Pregnancy', 'Registries', 'Reproducibility of Results', 'Retrospective Studies', 'Sensitivity and Specificity', 'Uterine Hemorrhage']"
Ergometrine administration for post-partum haemorrhage in an undiagnosed pre-eclamptic.,2008,Singapore,S,unknown,C,unknown,"['Adult', 'Anticonvulsants', 'Blood Pressure', 'Blood Transfusion', 'Cesarean Section', 'Diagnosis, Differential', 'Eclampsia', 'Ergonovine', 'Female', 'Humans', 'Hypovolemia', 'Intubation, Intratracheal', 'Magnesium Sulfate', 'Obesity, Morbid', 'Oliguria', 'Oxytocics', 'Postpartum Hemorrhage', 'Pre-Eclampsia', 'Pregnancy', 'Risk Factors', 'Seizures', 'Tachycardia']"
Role of Salivary MicroRNA as a Marker of Progesterone Resistance in Endometriosis: Preliminary Results from a Single-Institution Experience.,2025,Italy,Matilde,female,Giuseppe,male,"['Humans', 'Female', 'Endometriosis', 'MicroRNAs', 'Adult', 'Biomarkers', 'Saliva', 'Progesterone', 'Nandrolone', 'Endometrium', 'Uterine Diseases']"
The incidental diagnosis of a rectal neuroendocrine tumor after a segmental rectal resection for endometriosis.,2023,Germany,Antoine,male,Harald,male,"['Female', 'Humans', 'Endometriosis', 'Neuroendocrine Tumors', 'Rectal Diseases', 'Rectum', 'Rectal Neoplasms', 'Laparoscopy', 'Postoperative Complications', 'Treatment Outcome']"
"Long non coding RNA, C8orf49, a novel diagnostic and prognostic biomarker, enhances PTEN/FZD4-mediated cell growth and metastasis by sponging miR-1323 in endometriosis.",2023,China,Meichen,unknown,Xinmei,andy,"['Humans', 'Female', 'Animals', 'Signal Transduction', 'RNA, Long Noncoding', 'Endometriosis', 'Prognosis', 'Cell Proliferation', 'MicroRNAs', 'Frizzled Receptors', 'PTEN Phosphohydrolase']"
Endometrioma increases the risk of antibiotic treatment failure and surgical intervention in patients with pelvic inflammatory disease.,2023,Israel,Maya,female,Shai,male,"['Female', 'Humans', 'Endometriosis', 'Abscess', 'Retrospective Studies', 'Pelvic Inflammatory Disease', 'Anti-Bacterial Agents', 'Ovarian Diseases']"
Pelvic inflammatory disease is associated with ovarian cancer development in women with endometriosis: A cohort study in Taiwan.,2022,,Hui-Wen,andy,Eing-Mei,unknown,"['Carcinoma, Ovarian Epithelial', 'Case-Control Studies', 'Cohort Studies', 'Endometriosis', 'Female', 'Humans', 'Ovarian Neoplasms', 'Pelvic Inflammatory Disease', 'Taiwan']"
Abdominal Swelling and Distension: An Unusual Cause of 'Ascites'.,2021,Singapore,Kylynn,unknown,John,male,"['Adult', 'Ascites', 'Diagnosis, Differential', 'Edema', 'Endometriosis', 'Female', 'Humans', 'Ovarian Cysts', 'Ovarian Diseases', 'Paracentesis', 'Tomography, X-Ray Computed', 'Ultrasonography', 'Weight Gain']"
Repeat transvaginal ultrasound-guided aspiration of ovarian endometrioma in infertile women with endometriosis.,2011,China,Wenjie,andy,Yonghong,andy,"['Adult', 'Endometriosis', 'Female', 'Humans', 'Infertility, Female', 'Linear Models', 'Ovarian Cysts', 'Ovarian Diseases', 'Pregnancy', 'Pregnancy Rate', 'Recurrence', 'Reoperation', 'Retrospective Studies', 'Suction', 'Ultrasonography, Interventional']"
Detection of mitochondrial biomarkers in eutopic endometria of endometriosis using surface-enhanced laser desorption/ionization time-of-flight mass spectrometry.,2010,China,Xiaoyan,andy,Wei,andy,"['Adult', 'Biomarkers', 'Case-Control Studies', 'Diagnostic Techniques, Obstetrical and Gynecological', 'Endometriosis', 'Endometrium', 'Female', 'Humans', 'Mitochondria', 'Mitochondrial Proteins', 'Reproducibility of Results', 'Sensitivity and Specificity', 'Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization', 'Uterine Diseases']"
Endometriosis: a possible cause of right shoulder pain.,2010,,A,unknown,A,unknown,"['Abdominal Pain', 'Adult', 'Endometriosis', 'Female', 'Humans', 'Infertility, Female', 'Laparoscopy', 'Ovarian Diseases', 'Pain, Referred', 'Peritoneal Diseases', 'Shoulder Pain', 'Uterine Diseases']"
Characteristics indicating adenomyosis coexisting with leiomyomas: a case-control study.,2010,United States,F,unknown,Elizabeth,female,"['Adult', 'Body Mass Index', 'Case-Control Studies', 'Endometriosis', 'Female', 'Humans', 'Hysterectomy', 'Leiomyoma', 'Middle Aged', 'Odds Ratio', 'Pelvic Pain', 'Retrospective Studies', 'Risk Factors', 'Uterine Neoplasms']"
The role of diagnostic laparoscopy for chronic abdominal conditions: an evidence-based review.,2009,United States,W,unknown,R,unknown,"['Cryptorchidism', 'Endometriosis', 'Evidence-Based Medicine', 'Female', 'Humans', 'Infertility, Female', 'Laparoscopy', 'Liver Diseases', 'Male', 'Pelvic Pain', 'Tissue Adhesions']"
Uterine artery embolization for symptomatic adenomyosis with or without uterine leiomyomas with the use of calibrated tris-acryl gelatin microspheres: midterm clinical and MR imaging follow-up.,2007,Netherlands,Paul,male,Thomas,male,"['Acrylic Resins', 'Adult', 'Contrast Media', 'Embolization, Therapeutic', 'Endometriosis', 'Female', 'Follow-Up Studies', 'Gadolinium DTPA', 'Gelatin', 'Humans', 'Iohexol', 'Iopamidol', 'Leiomyoma', 'Magnetic Resonance Imaging', 'Middle Aged', 'Prospective Studies', 'Treatment Outcome', 'Uterine Neoplasms', 'Uterus']"
The emerging presence of interstitial cystitis in gynecologic patients with chronic pelvic pain.,2007,United States,Edward,male,C,unknown,"['Adult', 'Cystitis, Interstitial', 'Diagnosis, Differential', 'Endometriosis', 'Female', 'Gastrointestinal Diseases', 'Humans', 'Irritable Bowel Syndrome', 'Mass Screening', 'Middle Aged', 'Multicenter Studies as Topic', 'Pelvic Floor', 'Pelvic Pain', 'Postoperative Complications', 'Prevalence', 'Prospective Studies', 'Severity of Illness Index', 'Surveys and Questionnaires', 'Tissue Adhesions']"
Two unsuccessful clinical trials on endometriosis and a few lessons learned.,2007,United States,Sun-Wei,unknown,David,male,"['Adult', 'Animals', 'Disease Models, Animal', 'Dose-Response Relationship, Drug', 'Drug Administration Schedule', 'Endometriosis', 'Estradiol', 'Female', 'Follow-Up Studies', 'Fulvestrant', 'Humans', 'Middle Aged', 'Needs Assessment', 'Raloxifene Hydrochloride', 'Risk Assessment', 'Selective Estrogen Receptor Modulators', 'Severity of Illness Index', 'Species Specificity', 'Treatment Failure']"
Weeding atypical glandular cell look-alikes from the true atypical lesions in liquid-based Pap tests: a review.,2007,United States,Moira,female,Marluce,unknown,"['Adenocarcinoma', 'Cervix Uteri', 'Diagnosis, Differential', 'Diagnostic Errors', 'Endometriosis', 'Endometrium', 'Exocrine Glands', 'Female', 'Humans', 'Reproducibility of Results', 'Sensitivity and Specificity', 'Uterine Cervical Dysplasia', 'Uterine Cervical Neoplasms', 'Vaginal Smears']"
Usefulness and limits of CA-125 in diagnosis of endometriosis without associated ovarian endometriomas.,2005,Japan,Jo,andy,Hideo,male,"['Adult', 'CA-125 Antigen', 'Case-Control Studies', 'Endometriosis', 'Female', 'Humans', 'Laparoscopy', 'Laparotomy', 'Leiomyoma', 'Ovarian Diseases', 'Uterine Neoplasms']"
Laparoscopic colorectal resection for endometriosis.,2005,Italy,R,unknown,E,unknown,"['Adult', 'Colectomy', 'Dysmenorrhea', 'Dyspareunia', 'Endometriosis', 'Feasibility Studies', 'Female', 'Gastrointestinal Hemorrhage', 'Humans', 'Laparoscopy', 'Length of Stay', 'Pelvic Pain', 'Postoperative Complications', 'Rectal Diseases', 'Rectum', 'Recurrence', 'Reoperation', 'Sigmoid Diseases', 'Treatment Outcome']"
"Use of the concomitant serum dosage of CA 125, CA 19-9 and interleukin-6 to detect the presence of endometriosis. Results from a series of reproductive age women undergoing laparoscopic surgery for benign gynaecological conditions.",2004,Italy,E,unknown,A,unknown,"['Adult', 'Biomarkers', 'CA-125 Antigen', 'CA-19-9 Antigen', 'Endometriosis', 'Female', 'Genital Diseases, Female', 'Humans', 'Interleukin-6', 'Laparoscopy']"
CT of the acute abdomen: gynecologic etiologies.,2003,United States,G,unknown,B,unknown,"['Abdomen, Acute', 'Adult', 'Endometriosis', 'Female', 'Genital Diseases, Female', 'Humans', 'Middle Aged', 'Ovarian Diseases', 'Pelvic Inflammatory Disease', 'Tomography, X-Ray Computed', 'Ultrasonography', 'Uterine Diseases']"
Prevention of bone loss and hypoestrogenic symptoms by estrogen and interrupted progestogen add-back in long-term GnRH-agonist down-regulated patients with endometriosis and premenstrual syndrome.,2002,Canada,Mohamed,male,Robert,male,"['Administration, Oral', 'Adolescent', 'Adult', 'Bone Density', 'Delayed-Action Preparations', 'Densitometry', 'Drug Administration Schedule', 'Drug Therapy, Combination', 'Endometriosis', 'Estradiol', 'Female', 'Follow-Up Studies', 'Hormone Replacement Therapy', 'Humans', 'Leuprolide', 'Middle Aged', 'Osteoporosis', 'Pilot Projects', 'Premenstrual Syndrome', 'Reference Values', 'Severity of Illness Index', 'Treatment Outcome']"
Gliomatosis peritonei: a report of two cases and review of the literature.,2002,Germany,Annette,female,Klaus,male,"['Abdominal Pain', 'Adult', 'Diagnosis, Differential', 'Endometriosis', 'Female', 'Glial Fibrillary Acidic Protein', 'Humans', 'Immunohistochemistry', 'Neuroglia', 'Ovarian Neoplasms', 'Peritoneum', 'Phosphopyruvate Hydratase', 'S100 Proteins', 'Teratoma', 'Vimentin']"
Gonadotropin-releasing hormone agonist treatment for endometriosis of the rectovaginal septum.,2000,Italy,L,unknown,R,unknown,"['Adult', 'Endometriosis', 'Female', 'Gonadotropin-Releasing Hormone', 'Humans', 'Leuprolide', 'Pain', 'Rectal Diseases', 'Treatment Failure', 'Ultrasonography', 'Vaginal Diseases']"
The SPRi determination of cathepsin L and S in plasma and peritoneal fluid of women with endometriosis.,2024,Poland,Julia,female,Piotr,male,"['Humans', 'Endometriosis', 'Female', 'Cathepsin L', 'Ascitic Fluid', 'Adult', 'Cathepsins', 'Cross-Sectional Studies', 'Biomarkers', 'Case-Control Studies', 'Young Adult']"
